classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::jdt::core::search::TypeParameterDeclarationMatch ; 3.29051 ; 0.00128984 ; 0.00376279 ; 0.0735933 ; 5.82024e-5 ; 
org::eclipse::jdt::internal::core::util::LocalVariableTypeAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::util::ByteCodeVisitorAdapter ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::ThisReference ; 8.4257 ; 0.00385568 ; 0.0136954 ; 0.203937 ; 0.00319476 ; 
org::eclipse::jdt::internal::compiler::Compiler ; 35.4473 ; 0.278681 ; 0.260976 ; 8.95262 ; 0.499491 ; 
org::eclipse::jdt::internal::compiler::flow::FlowContext ; 14.9914 ; 0.0656826 ; 0.0267717 ; 0.369907 ; 0.0135966 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedNameReference ; 14.5866 ; 0.00655623 ; 0.144641 ; 8.2573 ; 0.200209 ; 
org::eclipse::jdt::internal::core::DeletePackageFragmentRootOperation ; 10.025 ; 0.00933103 ; 0.143124 ; 8.16441 ; 0.21225 ; 
org::eclipse::jdt::internal::compiler::ast::BreakStatement ; 7.32455 ; 0.0120357 ; 0.0157158 ; 0.188793 ; 0.014289 ; 
org::eclipse::jdt::internal::formatter::FormatJavadocBlock ; 1.84991 ; 0.0376748 ; 0.0685862 ; 0.193852 ; 0.153095 ; 
org::eclipse::jdt::internal::compiler::classfmt::FieldInfo ; 17.9172 ; 0.0624976 ; 0.139862 ; 8.31555 ; 0.156474 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionJavadoc ; 4.59811 ; 0.0106444 ; 0.00592579 ; 0.10563 ; 2.45712e-4 ; 
org::eclipse::jdt::internal::core::util::LineNumberAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::PackageFragmentRootInfo ; 10.0996 ; 0.0251327 ; 0.16326 ; 8.20471 ; 0.279352 ; 
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFlattener ; 10.8995 ; 0.0189371 ; 0.0173681 ; 0.262326 ; 0.00432864 ; 
org::eclipse::jdt::core::dom::ForStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser ; 15.6896 ; 0.0637251 ; 0.148811 ; 8.29096 ; 0.20354 ; 
org::eclipse::jdt::core::dom::ASTNode ; 14.5995 ; 0.0154561 ; 0.177241 ; 8.33007 ; 0.286004 ; 
org::eclipse::jdt::internal::codeassist::InternalCompletionContext ; 9.68336 ; 0.0144815 ; 0.156878 ; 8.18146 ; 0.248237 ; 
org::eclipse::jdt::internal::compiler::ast::IfStatement ; 13.3833 ; 0.0111105 ; 0.0229137 ; 0.327049 ; 0.0102256 ; 
org::eclipse::jdt::core::dom::CharacterLiteral ; 14.7589 ; 0.0284261 ; 0.166418 ; 8.30467 ; 0.244005 ; 
org::eclipse::jdt::internal::compiler::lookup::SignatureWrapper ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::DefaultErrorHandlingPolicies ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::search::BasicSearchEngine ; 35.6225 ; 0.243232 ; 0.228688 ; 8.88507 ; 0.391676 ; 
org::eclipse::jdt::internal::compiler::batch::FileFinder ; 5.12326 ; 0.00638453 ; 0.00860472 ; 0.124861 ; 0.00246505 ; 
org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion ; 6.03322 ; 0.00352956 ; 0.0137697 ; 0.159077 ; 0.0105902 ; 
org::eclipse::jdt::internal::eval::CodeSnippetCompiler ; 6.40012 ; 0.00632382 ; 0.0103957 ; 0.154739 ; 0.00275654 ; 
org::eclipse::jdt::core::dom::Message ; 5.26021 ; 0.00253333 ; 0.00888735 ; 0.128392 ; 0.00257359 ; 
org::eclipse::jdt::internal::compiler::ast::SingleNameReference ; 30.8847 ; 0.347495 ; 0.221639 ; 8.77424 ; 0.392389 ; 
org::eclipse::jdt::internal::core::Openable ; 16.967 ; 0.0302371 ; 0.153516 ; 8.32698 ; 0.222678 ; 
org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding ; 6.55162 ; 0.00253756 ; 0.0104365 ; 0.157424 ; 0.00317932 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistInitializer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::formatter::comment::SingleCommentLine ; 2.36846 ; 0.0012291 ; 0.00424624 ; 0.058891 ; 9.97772e-4 ; 
org::eclipse::jdt::internal::compiler::codegen::DoubleCache ; 5.18073 ; 0.0232114 ; 0.0071473 ; 0.120784 ; 5.86932e-4 ; 
org::eclipse::jdt::internal::core::util::LRUCache ; 9.45026 ; 0.0230673 ; 0.135639 ; 8.13419 ; 0.191572 ; 
org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedTypesPattern ; 5.04743 ; 0.00238946 ; 0.00755549 ; 0.119848 ; 0.00107935 ; 
org::eclipse::jdt::internal::compiler::util::SimpleLookupTable ; 8.23039 ; 0.00710727 ; 0.0132931 ; 0.198222 ; 0.00483248 ; 
org::eclipse::jdt::internal::compiler::lookup::ProblemReferenceBinding ; 11.296 ; 0.0671594 ; 0.147463 ; 8.19862 ; 0.234873 ; 
org::eclipse::jdt::internal::core::NamedMember ; 14.7371 ; 0.0497196 ; 0.154403 ; 8.28197 ; 0.239999 ; 
org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo ; 6.5762 ; 0.0041119 ; 0.124025 ; 8.04965 ; 0.158008 ; 
org::eclipse::jdt::core::dom::ASTParser ; 28.8029 ; 0.115516 ; 0.20306 ; 8.67929 ; 0.307199 ; 
org::eclipse::jdt::internal::core::SourceMethodInfo ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::JavaElementInfo ; 6.65212 ; 0.0110455 ; 0.133409 ; 8.06967 ; 0.199073 ; 
org::eclipse::jdt::internal::core::dom::rewrite::NodeRewriteEvent ; 4.07501 ; 0.00196346 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::AND_AND_Expression ; 12.0762 ; 0.0128063 ; 0.019818 ; 0.291856 ; 0.00865566 ; 
org::eclipse::jdt::internal::core::search::indexing::SourceIndexer ; 13.2934 ; 0.007284 ; 0.155692 ; 8.25881 ; 0.252613 ; 
org::eclipse::jdt::core::dom::ThisExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::builder::SourceFile ; 5.38431 ; 0.00173501 ; 0.00756356 ; 0.125968 ; 7.88076e-4 ; 
org::eclipse::jdt::core::ElementChangedEvent ; 7.70736 ; 0.016439 ; 0.154024 ; 8.13295 ; 0.232026 ; 
org::eclipse::jdt::internal::formatter::FormatterCommentParser ; 2.62803 ; 0.108177 ; 0.146399 ; 8.01227 ; 0.230907 ; 
org::eclipse::jdt::core::dom::StructuralPropertyDescriptor ; 6.70304 ; 0.00381663 ; 0.152618 ; 8.10942 ; 0.231938 ; 
org::eclipse::jdt::internal::compiler::lookup::BlockScope ; 29.0867 ; 0.160642 ; 0.213758 ; 8.71483 ; 0.379601 ; 
org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment ; 37.4003 ; 0.309824 ; 0.244463 ; 8.95618 ; 0.462886 ; 
org::eclipse::jdt::core::dom::BodyDeclaration ; 2.96868 ; 0.0025125 ; 0.0034669 ; 0.0667091 ; 6.29834e-5 ; 
org::eclipse::jdt::core::dom::ConditionalExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding ; 12.6921 ; 0.0406935 ; 0.0265154 ; 0.323213 ; 0.0293346 ; 
org::eclipse::jdt::internal::core::JavaModelOperation ; 19.3262 ; 0.0230328 ; 0.16414 ; 8.40219 ; 0.252362 ; 
org::eclipse::jdt::internal::core::CopyResourceElementsOperation ; 17.5543 ; 0.0834168 ; 0.15278 ; 8.3368 ; 0.213493 ; 
org::eclipse::jdt::core::dom::VariableDeclarationFragment ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::codegen::CaseLabel ; 10.0961 ; 0.007057 ; 0.0155376 ; 0.241568 ; 0.00211847 ; 
org::eclipse::jdt::internal::core::DeleteElementsOperation ; 14.4964 ; 0.0184317 ; 0.147981 ; 8.26365 ; 0.211882 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnMessageSend ; 4.98614 ; 0.012638 ; 0.00754857 ; 0.118732 ; 0.00108189 ; 
org::eclipse::jdt::internal::compiler::lookup::PackageBinding ; 14.2157 ; 0.0124216 ; 0.144388 ; 8.24891 ; 0.202536 ; 
org::eclipse::jdt::internal::core::search::TypeNameMatchRequestorWrapper ; 7.96959 ; 0.0412459 ; 0.172306 ; 8.18353 ; 0.299588 ; 
org::eclipse::jdt::core::dom::TagElement ; 7.95479 ; 0.00413875 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::core::dom::CompilationUnit ; 21.3966 ; 0.225936 ; 0.175902 ; 8.46243 ; 0.238125 ; 
org::eclipse::jdt::core::dom::ExpressionStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::search::matching::PossibleMatch ; 12.2134 ; 0.024964 ; 0.13521 ; 8.18913 ; 0.174991 ; 
org::eclipse::jdt::internal::compiler::lookup::ArrayBinding ; 21.0952 ; 0.0436281 ; 0.161999 ; 8.43269 ; 0.233251 ; 
org::eclipse::jdt::core::formatter::DefaultCodeFormatterConstants ; 26.6608 ; 0.207262 ; 0.206171 ; 8.64482 ; 0.331568 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocArgumentExpression ; 19.225 ; 0.0154278 ; 0.156502 ; 8.38432 ; 0.220811 ; 
org::eclipse::jdt::internal::core::jdom::DOMField ; 8.58816 ; 0.00541697 ; 0.0119328 ; 0.200411 ; 0.00123867 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToInt ; 5.56106 ; 0.00443884 ; 0.00764241 ; 0.129385 ; 7.82103e-4 ; 
org::eclipse::jdt::core::util::ClassFileBytesDisassembler ; 3.83244 ; 0.00267763 ; 0.00503485 ; 0.0883939 ; 2.60932e-4 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionParser ; 37.9039 ; 0.509973 ; 0.260027 ; 9.0016 ; 0.484394 ; 
org::eclipse::jdt::internal::core::search::matching::LocalVariableLocator ; 11.6607 ; 0.0068817 ; 0.139983 ; 8.19003 ; 0.203522 ; 
org::eclipse::jdt::core::dom::PrimitiveType ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::impl::DoubleConstant ; 6.77104 ; 0.00333971 ; 0.0101348 ; 0.160922 ; 0.00120756 ; 
org::eclipse::jdt::internal::eval::CodeSnippetEnvironment ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::jdom::DOMNode ; 7.96737 ; 0.00617939 ; 0.0112024 ; 0.186438 ; 0.00122471 ; 
org::eclipse::jdt::internal::core::JarEntryResource ; 1.08792 ; 9.37316e-4 ; 0.00334366 ; 0.0312375 ; 0.00464707 ; 
org::eclipse::jdt::internal::compiler::ast::LongLiteralMinValue ; 6.61333 ; 0.00264716 ; 0.0131475 ; 0.167452 ; 0.00896347 ; 
org::eclipse::jdt::internal::eval::VariablesEvaluator ; 9.14442 ; 0.00654986 ; 0.0164738 ; 0.225868 ; 0.00911072 ; 
org::eclipse::jdt::core::dom::FieldAccess ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar ; 3.93934 ; 0.00987218 ; 0.0103018 ; 0.107598 ; 0.0118528 ; 
org::eclipse::jdt::internal::formatter::BinaryExpressionFragmentBuilder ; 7.58317 ; 0.0319067 ; 0.017719 ; 0.197202 ; 0.0287891 ; 
org::eclipse::jdt::internal::core::TypeParameter ; 12.1917 ; 0.0223898 ; 0.134343 ; 8.18775 ; 0.168931 ; 
org::eclipse::jdt::internal::core::util::AnnotationComponentValue ; 5.00863 ; 0.00359703 ; 0.120679 ; 8.0086 ; 0.157022 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionNodeFound ; 6.94335 ; 0.00408339 ; 0.00976588 ; 0.162444 ; 0.00112919 ; 
org::eclipse::jdt::core::dom::Name ; 6.70304 ; 0.00381663 ; 0.152618 ; 8.10942 ; 0.231938 ; 
org::eclipse::jdt::internal::formatter::comment::CommentRange ; 4.22835 ; 0.0100423 ; 0.00972118 ; 0.11164 ; 0.00788645 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocImplicitTypeReference ; 17.2339 ; 0.0366339 ; 0.161279 ; 8.35272 ; 0.254842 ; 
org::eclipse::jdt::internal::compiler::util::HashSetOfInt ; 1.47165 ; 0.0013687 ; 0.112489 ; 7.91776 ; 0.140566 ; 
org::eclipse::jdt::internal::core::util::MementoTokenizer ; 8.16696 ; 0.00523666 ; 0.128231 ; 8.09127 ; 0.169519 ; 
org::eclipse::jdt::internal::core::jdom::SimpleDOMBuilder ; 13.1641 ; 0.00799878 ; 0.151806 ; 8.24874 ; 0.248283 ; 
org::eclipse::jdt::internal::core::util::DefaultStackMapFrame ; 3.58477 ; 0.00184347 ; 0.119691 ; 7.97924 ; 0.157359 ; 
org::eclipse::jdt::internal::formatter::FormatJavadocNode ; 1.15638 ; 0.00982692 ; 0.0339097 ; 0.0945119 ; 0.0903414 ; 
org::eclipse::jdt::internal::core::search::matching::MatchLocatorParser ; 17.5678 ; 0.349033 ; 0.158754 ; 8.34992 ; 0.249095 ; 
org::eclipse::jdt::core::dom::ParenthesizedExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager ; 5.54249 ; 0.0232235 ; 0.0160548 ; 0.156359 ; 0.0200261 ; 
org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding ; 5.41657 ; 0.0024968 ; 0.0078453 ; 0.127553 ; 0.0010696 ; 
org::eclipse::jdt::core::dom::ArrayAccess ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnStringLiteral ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy ; 9.05113 ; 0.0202702 ; 0.0218898 ; 0.238777 ; 0.0324825 ; 
org::eclipse::jdt::internal::core::PackageFragmentRoot ; 23.8259 ; 0.0815601 ; 0.223021 ; 8.62125 ; 0.410867 ; 
org::eclipse::jdt::core::util::CompilationUnitSorter ; 14.6865 ; 0.142125 ; 0.167995 ; 8.30963 ; 0.242834 ; 
org::eclipse::jdt::internal::compiler::ast::Annotation ; 27.4521 ; 0.071775 ; 0.187975 ; 8.62271 ; 0.315806 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocFieldReference ; 20.2148 ; 0.0266789 ; 0.180599 ; 8.45349 ; 0.287555 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleNameReference ; 7.99656 ; 0.00440239 ; 0.134248 ; 8.09896 ; 0.197885 ; 
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore ; 10.7103 ; 0.22605 ; 0.0223479 ; 0.270568 ; 0.0316001 ; 
org::eclipse::jdt::internal::compiler::ast::EmptyStatement ; 7.98927 ; 0.00263523 ; 0.0113212 ; 0.187307 ; 0.00125779 ; 
org::eclipse::jdt::internal::compiler::ClassFile ; 43.9774 ; 1.52601 ; 0.28485 ; 9.18277 ; 0.545311 ; 
org::eclipse::jdt::internal::core::ClasspathChange ; 14.2639 ; 0.0765557 ; 0.204926 ; 8.39423 ; 0.435957 ; 
org::eclipse::jdt::internal::compiler::ast::StringLiteral ; 6.55214 ; 0.00299589 ; 0.0107585 ; 0.158845 ; 0.00290842 ; 
org::eclipse::jdt::core::Signature ; 26.5988 ; 0.106278 ; 0.185252 ; 8.5903 ; 0.24535 ; 
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations ; 1.06049 ; 6.78105e-4 ; 0.00371141 ; 0.0316289 ; 0.00673218 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveryScanner ; 4.49837 ; 0.00690744 ; 0.0084123 ; 0.112806 ; 0.00313656 ; 
org::eclipse::jdt::core::dom::Type ; 2.96868 ; 0.00190542 ; 0.0034669 ; 0.0667091 ; 6.29834e-5 ; 
org::eclipse::jdt::core::CompletionRequestorAdapter ; 5.07933 ; 0.0269101 ; 0.00762499 ; 0.120678 ; 0.00111852 ; 
org::eclipse::jdt::core::compiler::InvalidInputException ; 7.82241 ; 0.0089693 ; 0.154243 ; 8.13587 ; 0.232065 ; 
org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets ; 2.61009 ; 0.00392254 ; 0.00563284 ; 0.0679469 ; 0.00316745 ; 
org::eclipse::jdt::internal::compiler::parser::Scanner ; 27.9911 ; 0.44194 ; 0.0833288 ; 0.761406 ; 0.156788 ; 
org::eclipse::jdt::internal::compiler::ast::Initializer ; 7.6133 ; 0.017571 ; 0.0170074 ; 0.197432 ; 0.0204433 ; 
org::eclipse::jdt::core::dom::VariableDeclarationStatement ; 6.84846 ; 0.00521899 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedMethodsPattern ; 8.4491 ; 0.00496796 ; 0.129804 ; 8.10052 ; 0.175583 ; 
org::eclipse::jdt::core::compiler::CharOperation ; 27.6193 ; 0.861381 ; 0.112974 ; 0.821275 ; 0.269654 ; 
org::eclipse::jdt::internal::codeassist::CompletionElementNotifier ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::indexing::BinaryIndexer ; 20.2507 ; 0.0981125 ; 0.0518942 ; 0.540612 ; 0.0901459 ; 
org::eclipse::jdt::internal::compiler::ast::CompilationUnitDeclaration ; 30.7687 ; 0.154854 ; 0.208173 ; 8.74434 ; 0.361136 ; 
org::eclipse::jdt::internal::compiler::ast::PrefixExpression ; 3.9771 ; 0.00563763 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::core::dom::DefaultValuePairBinding ; 1.66466 ; 0.0106826 ; 0.00520412 ; 0.0480311 ; 0.00751851 ; 
org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator ; 7.90701 ; 0.00579704 ; 0.0119255 ; 0.187868 ; 0.00222681 ; 
org::eclipse::jdt::internal::compiler::flow::FlowInfo ; 8.14156 ; 0.0319196 ; 0.0135216 ; 0.198168 ; 0.00318161 ; 
org::eclipse::jdt::core::dom::Block ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::core::dom::MethodRefParameter ; 5.59671 ; 0.0145245 ; 0.149865 ; 8.07898 ; 0.23097 ; 
org::eclipse::jdt::internal::core::search::IndexSelector ; 15.8578 ; 0.0441399 ; 0.153897 ; 8.3084 ; 0.222325 ; 
org::eclipse::jdt::internal::compiler::ast::Wildcard ; 6.88643 ; 0.0350745 ; 0.0150429 ; 0.177039 ; 0.0183785 ; 
org::eclipse::jdt::core::dom::ArrayType ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::core::search::FieldReferenceMatch ; 6.22874 ; 0.0273985 ; 0.0375519 ; 0.208869 ; 0.116568 ; 
org::eclipse::jdt::core::search::SearchDocument ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::ToolFactory ; 17.0375 ; 0.150336 ; 0.182856 ; 8.38839 ; 0.297276 ; 
org::eclipse::jdt::internal::core::util::DefaultBytecodeVisitor ; 13.7363 ; 0.383893 ; 0.131523 ; 8.20884 ; 0.152763 ; 
org::eclipse::jdt::core::dom::ThrowStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationMemberValuePair ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::ThrownExceptionFinder ; 1.26759 ; 0.00551926 ; 0.00368011 ; 0.0358109 ; 0.00447435 ; 
org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner ; 5.16293 ; 0.00259879 ; 0.00956296 ; 0.128391 ; 0.00567792 ; 
org::eclipse::jdt::internal::compiler::impl::ByteConstant ; 6.77104 ; 0.00334607 ; 0.0101348 ; 0.160922 ; 0.00120756 ; 
org::eclipse::jdt::internal::core::AnnotatableInfo ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::util::ExceptionAttribute ; 5.40022 ; 0.00477953 ; 0.00949096 ; 0.132953 ; 0.00358267 ; 
org::eclipse::jdt::core::dom::Initializer ; 6.84846 ; 0.00402638 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistImportContainer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::MoveElementsOperation ; 6.92698 ; 0.00278123 ; 0.0097273 ; 0.161994 ; 0.00112517 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredStatement ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodName ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::ClassInstanceCreation ; 9.64335 ; 0.00779499 ; 0.155266 ; 8.17266 ; 0.231277 ; 
org::eclipse::jdt::internal::core::builder::MissingSourceFileException ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::env::EnumConstantSignature ; 1.06049 ; 6.78105e-4 ; 0.00371141 ; 0.0316289 ; 0.00673218 ; 
org::eclipse::jdt::internal::compiler::ast::TypeReference ; 21.1415 ; 0.0720048 ; 0.168983 ; 8.4521 ; 0.258198 ; 
org::eclipse::jdt::internal::compiler::impl::CompilerStats ; 1.09529 ; 0.00116194 ; 0.0246875 ; 0.0735047 ; 0.0773417 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionScanner ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::PackageDeclaration ; 9.21914 ; 0.00580356 ; 0.155078 ; 8.16436 ; 0.23138 ; 
org::eclipse::jdt::internal::compiler::ast::CaseStatement ; 21.1473 ; 0.0580881 ; 0.157459 ; 8.42302 ; 0.208139 ; 
org::eclipse::jdt::internal::compiler::ASTVisitor ; 5.96416 ; 0.0867764 ; 0.0106138 ; 0.14738 ; 0.00387241 ; 
org::eclipse::jdt::internal::compiler::ast::Literal ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::lookup::ProblemFieldBinding ; 8.13317 ; 0.00426962 ; 0.0117365 ; 0.191479 ; 0.00142848 ; 
org::eclipse::jdt::internal::core::search::matching::PatternLocator ; 30.3272 ; 0.246259 ; 0.209223 ; 8.73166 ; 0.364918 ; 
org::eclipse::jdt::internal::codeassist::impl::Engine ; 20.393 ; 0.0572623 ; 0.182453 ; 8.45997 ; 0.295484 ; 
org::eclipse::jdt::internal::core::SingleTypeRequestor ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::ASTConverter ; 37.2855 ; 0.328708 ; 0.235777 ; 8.93493 ; 0.40676 ; 
org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression ; 25.3215 ; 0.125608 ; 0.17826 ; 8.55929 ; 0.277085 ; 
org::eclipse::jdt::internal::core::search::matching::VariablePattern ; 8.89835 ; 0.024575 ; 0.133644 ; 8.12036 ; 0.18746 ; 
org::eclipse::jdt::internal::core::search::JavaSearchScope ; 34.0926 ; 0.259287 ; 0.247916 ; 8.89712 ; 0.465087 ; 
org::eclipse::jdt::internal::compiler::util::SimpleSet ; 2.57445 ; 0.00521829 ; 0.00736652 ; 0.0724262 ; 0.00868141 ; 
org::eclipse::jdt::internal::core::jdom::DOMMember ; 6.49901 ; 0.00271841 ; 0.00939918 ; 0.15305 ; 0.0011905 ; 
org::eclipse::jdt::internal::core::jdom::DOMMethod ; 8.87298 ; 0.00623217 ; 0.0137293 ; 0.211766 ; 0.00369094 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnLocalName ; 6.20089 ; 0.00331553 ; 0.00928109 ; 0.147285 ; 0.0012587 ; 
org::eclipse::jdt::internal::compiler::ast::Javadoc ; 24.4246 ; 0.147577 ; 0.158256 ; 8.49732 ; 0.180572 ; 
org::eclipse::jdt::core::dom::TypeBinding ; 33.5493 ; 0.317666 ; 0.221837 ; 8.82617 ; 0.373111 ; 
org::eclipse::jdt::core::search::SearchRequestor ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::dom::ContinueStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::builder::AdditionalTypeCollection ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::JavaModelException ; 6.00951 ; 0.00478914 ; 0.117941 ; 8.01008 ; 0.169185 ; 
org::eclipse::jdt::internal::core::builder::StringSet ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::search::PackageDeclarationMatch ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::CreatePackageFragmentOperation ; 14.8353 ; 0.0210936 ; 0.151772 ; 8.28236 ; 0.219943 ; 
org::eclipse::jdt::internal::core::util::ClassFileReader ; 10.091 ; 0.00488359 ; 0.132442 ; 8.14193 ; 0.170812 ; 
org::eclipse::jdt::internal::compiler::ast::ArrayReference ; 17.5763 ; 0.0455713 ; 0.152311 ; 8.3382 ; 0.20937 ; 
org::eclipse::jdt::internal::formatter::comment::HTMLEntity2JavaReader ; 3.17525 ; 0.0016358 ; 0.00797677 ; 0.0850172 ; 0.0117179 ; 
org::eclipse::jdt::internal::core::BinaryMethod ; 25.6644 ; 0.116277 ; 0.181872 ; 8.57348 ; 0.283185 ; 
org::eclipse::jdt::internal::core::search::matching::ImportMatchLocatorParser ; 2.80457 ; 0.0121204 ; 0.0140038 ; 0.0911194 ; 0.0477261 ; 
